series_id,year,period,periodName,value,footnotes,latest
CES0000000001,1959.0,M08,August,53336.0,[{}],
CES0000000001,1959.0,M09,September,53428.0,[{}],
CES0000000001,1959.0,M10,October,53358.0,[{}],
CES0000000001,1959.0,M11,November,53634.0,[{}],
CES0000000001,1959.0,M12,December,54174.0,[{}],
CES0000000001,1960.0,M01,January,54274.0,[{}],
CES0000000001,1960.0,M02,February,54513.0,[{}],
CES0000000001,1960.0,M03,March,54454.0,[{}],
CES0000000001,1960.0,M04,April,54813.0,[{}],
CES0000000001,1960.0,M05,May,54475.0,[{}],
CES0000000001,1960.0,M06,June,54348.0,[{}],
CES0000000001,1960.0,M07,July,54306.0,[{}],
CES0000000001,1960.0,M08,August,54272.0,[{}],
CES0000000001,1960.0,M09,September,54227.0,[{}],
CES0000000001,1960.0,M10,October,54142.0,[{}],
CES0000000001,1960.0,M11,November,53961.0,[{}],
CES0000000001,1960.0,M12,December,53742.0,[{}],
CES0000000001,1961.0,M01,January,53683.0,[{}],
CES0000000001,1961.0,M02,February,53557.0,[{}],
CES0000000001,1961.0,M03,March,53659.0,[{}],
CES0000000001,1961.0,M04,April,53627.0,[{}],
CES0000000001,1961.0,M05,May,53786.0,[{}],
CES0000000001,1961.0,M06,June,53977.0,[{}],
CES0000000001,1961.0,M07,July,54123.0,[{}],
CES0000000001,1961.0,M08,August,54298.0,[{}],
CES0000000001,1961.0,M09,September,54388.0,[{}],
CES0000000001,1961.0,M10,October,54522.0,[{}],
CES0000000001,1961.0,M11,November,54742.0,[{}],
CES0000000001,1961.0,M12,December,54872.0,[{}],
CES0000000001,1962.0,M01,January,54891.0,[{}],
CES0000000001,1962.0,M02,February,55188.0,[{}],
CES0000000001,1962.0,M03,March,55275.0,[{}],
CES0000000001,1962.0,M04,April,55602.0,[{}],
CES0000000001,1962.0,M05,May,55628.0,[{}],
CES0000000001,1962.0,M06,June,55644.0,[{}],
CES0000000001,1962.0,M07,July,55746.0,[{}],
CES0000000001,1962.0,M08,August,55838.0,[{}],
CES0000000001,1962.0,M09,September,55978.0,[{}],
CES0000000001,1962.0,M10,October,56041.0,[{}],
CES0000000001,1962.0,M11,November,56056.0,[{}],
CES0000000001,1962.0,M12,December,56028.0,[{}],
CES0000000001,1963.0,M01,January,56115.0,[{}],
CES0000000001,1963.0,M02,February,56230.0,[{}],
CES0000000001,1963.0,M03,March,56320.0,[{}],
CES0000000001,1963.0,M04,April,56580.0,[{}],
CES0000000001,1963.0,M05,May,56616.0,[{}],
CES0000000001,1963.0,M06,June,56659.0,[{}],
CES0000000001,1963.0,M07,July,56794.0,[{}],
CES0000000001,1963.0,M08,August,56910.0,[{}],
CES0000000001,1963.0,M09,September,57078.0,[{}],
CES0000000001,1963.0,M10,October,57283.0,[{}],
CES0000000001,1963.0,M11,November,57255.0,[{}],
CES0000000001,1963.0,M12,December,57361.0,[{}],
CES0000000001,1964.0,M01,January,57487.0,[{}],
CES0000000001,1964.0,M02,February,57753.0,[{}],
CES0000000001,1964.0,M03,March,57897.0,[{}],
CES0000000001,1964.0,M04,April,57922.0,[{}],
CES0000000001,1964.0,M05,May,58089.0,[{}],
CES0000000001,1964.0,M06,June,58219.0,[{}],
CES0000000001,1964.0,M07,July,58412.0,[{}],
CES0000000001,1964.0,M08,August,58619.0,[{}],
CES0000000001,1964.0,M09,September,58903.0,[{}],
CES0000000001,1964.0,M10,October,58793.0,[{}],
CES0000000001,1964.0,M11,November,59218.0,[{}],
CES0000000001,1964.0,M12,December,59421.0,[{}],
CES0000000001,1965.0,M01,January,59582.0,[{}],
CES0000000001,1965.0,M02,February,59800.0,[{}],
CES0000000001,1965.0,M03,March,60003.0,[{}],
CES0000000001,1965.0,M04,April,60259.0,[{}],
CES0000000001,1965.0,M05,May,60491.0,[{}],
CES0000000001,1965.0,M06,June,60690.0,[{}],
CES0000000001,1965.0,M07,July,60965.0,[{}],
CES0000000001,1965.0,M08,August,61228.0,[{}],
CES0000000001,1965.0,M09,September,61490.0,[{}],
CES0000000001,1965.0,M10,October,61719.0,[{}],
CES0000000001,1965.0,M11,November,61996.0,[{}],
CES0000000001,1965.0,M12,December,62322.0,[{}],
CES0000000001,1966.0,M01,January,62529.0,[{}],
CES0000000001,1966.0,M02,February,62796.0,[{}],
CES0000000001,1966.0,M03,March,63192.0,[{}],
CES0000000001,1966.0,M04,April,63437.0,[{}],
CES0000000001,1966.0,M05,May,63712.0,[{}],
CES0000000001,1966.0,M06,June,64111.0,[{}],
CES0000000001,1966.0,M07,July,64301.0,[{}],
CES0000000001,1966.0,M08,August,64507.0,[{}],
CES0000000001,1966.0,M09,September,64643.0,[{}],
CES0000000001,1966.0,M10,October,64854.0,[{}],
CES0000000001,1966.0,M11,November,65019.0,[{}],
CES0000000001,1966.0,M12,December,65199.0,[{}],
CES0000000001,1967.0,M01,January,65407.0,[{}],
CES0000000001,1967.0,M02,February,65429.0,[{}],
CES0000000001,1967.0,M03,March,65530.0,[{}],
CES0000000001,1967.0,M04,April,65466.0,[{}],
CES0000000001,1967.0,M05,May,65620.0,[{}],
CES0000000001,1967.0,M06,June,65750.0,[{}],
CES0000000001,1967.0,M07,July,65888.0,[{}],
CES0000000001,1967.0,M08,August,66143.0,[{}],
CES0000000001,1967.0,M09,September,66164.0,[{}],
CES0000000001,1967.0,M10,October,66225.0,[{}],
CES0000000001,1967.0,M11,November,66703.0,[{}],
CES0000000001,1967.0,M12,December,66900.0,[{}],
CES0000000001,1968.0,M01,January,66804.0,[{}],
CES0000000001,1968.0,M02,February,67215.0,[{}],
CES0000000001,1968.0,M03,March,67295.0,[{}],
CES0000000001,1968.0,M04,April,67556.0,[{}],
CES0000000001,1968.0,M05,May,67652.0,[{}],
CES0000000001,1968.0,M06,June,67905.0,[{}],
CES0000000001,1968.0,M07,July,68126.0,[{}],
CES0000000001,1968.0,M08,August,68330.0,[{}],
CES0000000001,1968.0,M09,September,68484.0,[{}],
CES0000000001,1968.0,M10,October,68721.0,[{}],
CES0000000001,1968.0,M11,November,68984.0,[{}],
CES0000000001,1968.0,M12,December,69248.0,[{}],
CES0000000001,1969.0,M01,January,69439.0,[{}],
CES0000000001,1969.0,M02,February,69699.0,[{}],
CES0000000001,1969.0,M03,March,69905.0,[{}],
CES0000000001,1969.0,M04,April,70072.0,[{}],
CES0000000001,1969.0,M05,May,70328.0,[{}],
CES0000000001,1969.0,M06,June,70636.0,[{}],
CES0000000001,1969.0,M07,July,70729.0,[{}],
CES0000000001,1969.0,M08,August,71008.0,[{}],
CES0000000001,1969.0,M09,September,70914.0,[{}],
